카드이름,은행,이미지URL,전월실적,연회비,카드종류,혜택
현대카드 Boutique - Satin,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2792/card_img/40425/2792card_2.png,500000,"국내전용 [80,000]원 / 해외겸용 [80,000]원",신용,"{'프리미엄': '- M 긴급적립으로 최대 50만 M포인트를 선지급받아 사용하고, 매달 적립되는 M포인트로 24개월 동안 상환 가능하며, 인천국제공항 라운지와 발레파킹 서비스를 연간 2회 무료 이용할 수 있음.', '기타 혜택(유의사항 등)': '연간 5만원 크레딧 제공(호텔, 여행, 다이닝 사용 가능) 및 국내외 가맹점 1.5% M포인트 적립, 온라인몰 등에서 5% 추가 적립 혜택.'}"
#ing(샵핑)카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/162/card_img/20382/162card.png,300000,"국내전용 [8,000]원 / 해외겸용 [10,000]원",신용,"{'쇼핑': '전국 주요 쇼핑업종 및 모든 해외가맹점에서 전월 이용 실적에 따라 최대 5% 할인 제공.', '기타 혜택(유의사항 등)': '전국 주요 놀이공원 할인 혜택 제공, 전월실적 30만원 이상 시 본인 자유이용권 50% 할인 및 입장료 30% 할인.'}"
참! 좋은 다이소카드(신용),IBK기업은행,https://d1c5n4ri2guedi.cloudfront.net/card/273/card_img/20495/273card.png,300000,"해외겸용 [10,000]원",신용,"{'주유': '전 주유소에서 리터당 40원 할인, 월 2회, 1회 10만원 한도.', '마트/편의점': '편의점 및 드럭스토어에서 10% 할인(월 2회, 1만원 한도)과 대형마트에서 5% 할인(월 1회, 10만원 한도) 제공.', '쇼핑': '다이소에서 결제 시 30% 청구할인(월 최대 1만원)과 멤버십 포인트 자동적립 혜택 제공.', '카페/디저트': '주요 커피전문점에서 20% 할인, 월 3회, 1회 2만원 한도.', 'OTT/영화/문화': 'CGV, 롯데시네마에서 월 1회, 연 12회 4천원 할인 제공, 전월 이용실적에 따라 월간 통합할인한도 적용.', '기타 혜택(유의사항 등)': '- 소셜커머스: 쿠팡, 티켓몬스터, 위메프 20% 할인 (월 2회, 1회 1만원 한도).\n- 헤어: 미용실 20% 할인 (월 1회, 1회 5만원 한도).\n- 테마파크: 주요 놀이공원 무료입장 또는 할인 (월 1회, 연 2회).'}"
현대카드Z play,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2684/card_img/39652/2680card.png,500000,"국내전용 [20,000]원 / 해외겸용 [20,000]원",신용,"{'쇼핑': '온라인 쇼핑몰에서 전월 이용 금액에 따라 최대 1만원 청구 할인 제공.', 'OTT/영화/문화': 'CGV, 메가박스, 롯데시네마에서 전월 이용 금액에 따라 최대 월 1만원 영화 청구 할인 제공.', '해외': '해외 가맹점에서 전월 이용 금액에 따라 최대 1만원 청구 할인 제공.', '기타 혜택(유의사항 등)': '일반음식점에서 전월 이용 금액에 따라 최대 1만원 청구 할인 제공, 디지털 콘텐츠 서비스에서도 동일 조건으로 최대 1만원 할인 가능.'}"
1st Link On 카드,전북은행,https://d1c5n4ri2guedi.cloudfront.net/card/2177/card_img/21791/2177card.png,500000,"국내전용 [19,000]원/ 해외겸용 [20,000]원",신용,"{'기타 혜택(유의사항 등)': '디지털 스트리밍 서비스 결제 시 최대 월 1만원 할인, 온라인 결제 시 5% 청구할인 제공.'}"
[DGB대구] 그린카드v2,iM뱅크,https://d1c5n4ri2guedi.cloudfront.net/card/632/card_img/21398/632card.png,400000,"국내전용 [10,000]원 / 해외겸용 [12,000]원",신용,"{'교통': '버스, 지하철 이용 시 전월 실적에 따라 10%~20% 에코머니 포인트 적립, 철도 및 고속버스 이용 시 5% 적립.', '쇼핑': '온라인 쇼핑에서 월 2회, 전월 실적 40만원 이상 시 5% 에코머니 포인트 적립.', 'OTT/영화/문화': '온라인 영화예매(CGV, 롯데시네마) 시 2,000원 청구할인 제공.', '기타 혜택(유의사항 등)': '국내 전 가맹점에서 전월 실적에 따라 0.1%~1.0% 에코머니 포인트 적립, 생활요금 자동이체 시 5% 적립, 에코머니 제휴가맹점에서 최대 5% 적립 가능.'}"
&POP 카드,BC 바로카드,https://d1c5n4ri2guedi.cloudfront.net/card/2352/card_img/24716/2352card.png,0,"국내전용 [5,000원] / 해외겸용 [5,000원]",신용,"{'마트/편의점': 'GS가맹점에서 최대 3% GS&POINT 적립.', '기타 혜택(유의사항 등)': '국내 전 가맹점에서 0.7% GS&POINT 적립, GS25 및 GS수퍼 등 일부 가맹점은 적립 제외.'}"
#ing+(샵핑플러스)카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/163/card_img/20383/163card.png,300000,"국내전용 [23,000]원 / 해외겸용 [25,000]원",신용,"{'쇼핑': '전국 주요 쇼핑업종 및 모든 해외가맹점에서 전월 이용실적에 따라 최대 7% 할인 제공.', '카페/디저트': '전월실적 100만원 이상 고객에게 커피전문점 월 1회 4천원 청구할인 제공.', '기타 혜택(유의사항 등)': '전월실적 30만원 이상 시 주요 놀이공원 및 동물원 입장료 할인 혜택 제공.'}"
1st TRIPLE 카드,전북은행,https://d1c5n4ri2guedi.cloudfront.net/card/2178/card_img/21792/2178card.png,0,"국내전용 [11,000]원/해외겸용 [12.000]원",신용,"{'기타 혜택(유의사항 등)': '디지털 스트리밍 서비스 결제 시 최대 월 1만원 할인, 국내외 가맹점 이용액의 0.5% J머니 적립, 선택한 서비스 업종에서 1.0% 적립, 후불교통 및 주요 카페/베이커리/영화관 이용 시 추가 적립 혜택 제공.'}"
1st TRIPLE Platinum 카드,전북은행,https://d1c5n4ri2guedi.cloudfront.net/card/2180/card_img/21794/2180card.png,0,"국내전용 [30,000]원/해외겸용 [33.000]원",신용,"{'프리미엄': '마스터카드 플래티늄 등급 서비스 제공.', '기타 혜택(유의사항 등)': '전월실적에 따라 선택한 업종에서 최대 1.5% J머니 적립, 기본 0.5% 적립.'}"
[광주] K-그린카드v2,광주은행,https://d1c5n4ri2guedi.cloudfront.net/card/2564/card_img/29689/2564card.png,300000,"국내전용 [10,000원] / 해외겸용 [12,000원]",신용,"{'교통': '대중교통과 KTX, 고속버스 이용 시 각각 10%와 5% 에코머니 포인트 적립, 월 최대 3,000점.', '통신': '통신요금 자동이체 시 5% 에코머니 포인트 적립 (월 1회, 최대 3,000점, 전월실적 30만원 이상).', '쇼핑': '온라인 쇼핑 시 5% 에코머니 포인트 적립, 월 2회, 최대 3,000점, 전월 실적 30만원 이상 필요.', '카페/디저트': '스타벅스 등 카페에서 5% 에코머니 포인트 적립, 전월실적 30만원 이상 시 제공.', 'OTT/영화/문화': 'CGV, 롯데시네마, 메가박스에서 월 1회 1만원 이상 결제 시 2,000점 에코머니 포인트 적립.', '기타 혜택(유의사항 등)': '국내 전 가맹점에서 0.3% 에코머니 포인트 적립.'}"
BNK카드,BNK부산은행,https://d1c5n4ri2guedi.cloudfront.net/card/1236/card_img/21072/1236card.png,0,"해외겸용 [10,000]원",신용,"{'기타 혜택(유의사항 등)': '모든 가맹점에서 기본 0.2%, 연속 0.3%, 최고 사용 가맹점 0.5%, 최다 이용 가맹점 3.5% 청구할인 제공.'}"
BNK 프렌즈 신용카드,BNK부산은행,https://d1c5n4ri2guedi.cloudfront.net/card/1209/card_img/21099/1209card.png,0,"해외겸용 [10,000]원",신용,"{'기타 혜택(유의사항 등)': '주중 0.3%, 주말 0.6% 할인 및 연간 최대 20만원 캐시백 제공, 이동통신 요금 5% 할인.'}"
1st 플래티늄+ 카드,전북은행,https://d1c5n4ri2guedi.cloudfront.net/card/2183/card_img/21797/2183card.png,500000,"국내전용 [118,000]원 / 해외겸용 [120,000]원",신용,"{'OTT/영화/문화': '전월 실적 10만원 이상 시 영화관 별 할인 및 적립 혜택 제공.', '프리미엄': '프리미엄 서비스에 대한 자세한 내용은 MASTER카드 및 BC카드 홈페이지에서 확인 가능합니다.', '기타 혜택(유의사항 등)': '모든 가맹점 이용액 0.7% 적립/캐시백, 골프장 이용 시 10만원당 5천원 적립, 바우처 서비스 선택 가능.'}"
1st 플래티늄 카드,전북은행,https://d1c5n4ri2guedi.cloudfront.net/card/2181/card_img/21795/2181card.png,100000,"국내 [28,000]원 / 해외겸용 [30,000]원",신용,"{'OTT/영화/문화': '영화관에서 일 1회, 월 2회, 연 8회 이내로 할인 및 적립 혜택 제공.', '프리미엄': '프리미엄 서비스에 대한 자세한 내용은 MASTER카드 및 BC카드 홈페이지에서 확인 가능합니다.', '기타 혜택(유의사항 등)': '모든 가맹점 이용액 0.7% 적립/캐시백, 10만원 이상 결제 시 추가 0.5% 적립/캐시백, 골프장 이용 시 10만원당 5천원 적립/캐시백, 당행 ATM 출금 수수료 면제(월 5회 이내).'}"
1st카드 (캐시백형),광주은행,https://d1c5n4ri2guedi.cloudfront.net/card/949/card_img/21594/949card.png,0,"국내전용 [8,000]원  해외겸용 [10,000]원",신용,"{'OTT/영화/문화': '전국 영화관에서 8천원 이상 이용 시 3천원 캐시백 (일 1회, 월 2회, 연 8회 한정).', '기타 혜택(유의사항 등)': '전 가맹점 이용액 0.5% 캐시백, 당행 자동화기기 출금 수수료 면제(월 5회, 전월 실적 10만원 이상 시), 선택형 업종 2가지 선택 가능.'}"
AK KB국민카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/942/card_img/21601/942card.png,300000,"해외겸용 [12,000]원",신용,"{'OTT/영화/문화': '인터파크 영화예매 시 1매당 3,500원 청구 할인 (일 2매, 월 4매, 연간 10매 한정).', '기타 혜택(유의사항 등)': '- AK PLAZA 청구할인: 전월 실적에 따라 최대 10% 할인 제공.\n- 생활영역 청구 할인: 학원, 패밀리레스토랑, 커피, 미용실 5% 할인, 월 한도 1만 5천원.\n- 해피포인트 10% 할인: 월 한도 5천원, 특정 가맹점에서 제공.\n- 제주항공 10% 할인: 월 한도 1만원, 외화 결제 제외.\n- 롯데월드, 에버랜드, 케리비안베이 할인: 최대 50% 할인, 이용 횟수 제한.'}"
DGB어디로든그린카드,iM뱅크,https://d1c5n4ri2guedi.cloudfront.net/card/2619/card_img/31467/2619card.png,300000,"국내전용 [15,000]원 / 해외겸용 [15,000]원",신용,"{'기타 혜택(유의사항 등)': '전기차/수소차 충전 시 최대 40%, 공유 모빌리티 및 커피 전문점 이용 시 10% 적립, 국내 가맹점은 0.2% 적립.'}"
All For Me카드,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/74/card_img/20156/74card.png,300000,"해외겸용 [10,000]원",신용,"{'푸드': '치킨 및 피자 가맹점에서 10% 청구할인(월 1회, 연 10회, 건당 5천원 한도).', '카페/디저트': '스타벅스, 이디야, 폴바셋 20% 할인 (월 1회, 연 10회, 건당 5천원 한도, 전월 30만원 이상 이용 시 제공).', 'OTT/영화/문화': '전국 영화관 12,000원 이상 결제 시 3,000원 청구할인, 월 1회, 연 10회 제공.', '기타 혜택(유의사항 등)': '주요 7대 업종에서 매월 가장 많이 이용한 업종 순서에 따라 10~5% 청구할인 제공.'}"
CJ ONE 프리즘 신한카드,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2598/card_img/31074/2598card.png,400000,"국내전용 [20,000]원 / 해외겸용 [23,000]원",신용,"{'푸드': '빕스, 뚜레쥬르, CGV 이용 시 30% CJ ONE 포인트 적립 (전월 40만원 이상 이용 시, 회당 1만 포인트 한도, 일 1회, 월 2회 적립).', '기타 혜택(유의사항 등)': '올리브영에서 10% CJ ONE 포인트 적립, 7대 CJ브랜드에서 최대 3% 적립, 국내외 가맹점에서 최대 0.3% 적립 혜택 제공.'}"
Flex카드 몽블랑 에디션,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2385/card_img/25501/2385card.png,500000,"국내전용 [100,000]원 / 해외겸용 [100,000]원",신용,"{'프리미엄': '몽블랑 카드 발급 시 카드지갑과 픽스 볼펜 제공, 커스터마이징 서비스 가능.', '기타 혜택(유의사항 등)': '국내외 가맹점에서 L.POINT 0.5% 적립, 스트리밍 서비스 30% 할인, 커피 50% 할인, 롯데면세점 5~15% 현장할인 제공.'}"
E1 우리카드,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/2869/card_img/43912/2869card.png,400000,"국내전용 [20,000]원 / 해외겸용 [20,000]원",신용,"{'마트/편의점': '편의점 업종 10% 청구할인, 월 할인한도 5,000원, 전월 이용실적 40만원 이상 필요.', '카페/디저트': '커피 업종 10% 청구할인, 전월 이용실적 40만원 이상 시 월 할인한도 5,000원.', '기타 혜택(유의사항 등)': 'E1 충전소에서 10% 청구할인 제공, 전월 국내외 가맹점 이용실적 40만원 이상 시 혜택 적용.'}"
Green Wave 1.5℃카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/768/card_img/22242/768card.png,400000,"국내전용 [15,000]원 / 해외겸용 [15,000]원",신용,"{'쇼핑': 'Green Shopping 서비스는 전월 이용실적에 따라 친환경 마켓에서 최대 20% 포인트리 적립이 가능합니다.', '자동차/하이패스': '전기차/수소차 충전 10%, 공유 모빌리티 20%, 버스/지하철 10% 포인트리 적립.', '기타 혜택(유의사항 등)': 'KB국민 Green Plus 카드로 모바일 단독카드 이용 시 다양한 디지털 구독 서비스와 굿윌스토어에서 포인트리 적립 혜택을 제공합니다.'}"
GS&POINT 롯데카드,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2005/card_img/21993/2005card.gif,400000,"국내전용 [15,000원] / 해외겸용 [15,000원]",신용,"{'쇼핑': 'GS계열사 이용 시 결제일 청구 할인 제공, 통합할인 한도는 15,000원(40만원 미만) 또는 30,000원(70만원 이상).', '기타 혜택(유의사항 등)': 'L.POINT와 GS&POINT를 통해 제휴사 이용 시 포인트 적립 및 사용이 가능합니다.'}"
CJ 삼성 iD 카드,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/2392/card_img/28098/2392card.png,300000,"국내전용 [10,000]원 / 해외겸용 [10,000]원",신용,"{'통신': '이동통신요금 정기결제 시 5% 할인(월 최대 5,000원, 전월 이용금액 30만원 이상 시 제공).', '마트/편의점': '편의점에서 5% 결제일 할인 제공, 통합 월 할인한도 5,000원.', '쇼핑': 'CJ온스타일에서 7% 결제일 할인 제공, 월 할인한도 50,000원, 전월 이용금액 30만원 이상 시 적용.', 'OTT/영화/문화': 'CGV 영화 티켓 할인: 1만원 이상 결제 시 4,000원, 2만원 이상 결제 시 8,000원 할인, 월 1회, 연 12회 제공.', '기타 혜택(유의사항 등)': '- 올리브영 10% 할인 (월 한도 10,000원, 전월 30만원 이상 이용 시 제공)\n- 뚜레쥬르 10% 할인 (월 한도 10,000원, 전월 30만원 이상 이용 시 제공)\n- VIPS 20% 할인 (월 한도 40,000원, 전월 30만원 이상 이용 시 제공)\n- 티빙 30% 할인 (월 한도 5,000원, 전월 30만원 이상 이용 시 제공)\n- 배달앱 5% 할인 (통합 월 한도 5,000원, 전월 30만원 이상 이용 시 제공)\n- CJ ONE 포인트 기본 적립 (적립 기준은 CJ ONE 홈페이지 참조)'}"
H.Point KB국민카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/1171/card_img/21137/1171card.png,0,"해외겸용 [12,000]원",신용,"{'OTT/영화/문화': '인터파크 영화 예매 시 1매당 3,500원 청구할인, 카드별 일 2매, 월 4매, 연 10매 한도.', '기타 혜택(유의사항 등)': '모든 가맹점에서 0.5% 적립, 현대백화점 그룹 내 1% 추가 적립, 특정 업종에서 5% 청구 할인, 놀이공원 30~50% 현장 할인 제공.'}"
Happy 디지털카드,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2369/card_img/25141/2369card.png,300000,"국내전용 [15,000원] /  해외겸용 [15,000원]",신용,"{'프리미엄': 'Platinum 등급의 국제브랜드사 서비스 제공.', '기타 혜택(유의사항 등)': '해피포인트 가맹점에서 10% 적립, 생활 가맹점에서 5% 적립, 모든 가맹점에서 최대 0.5% 적립, 멤버십포인트 가맹점에서 5% 현장적립.'}"
CLUB Primus Skypass 카드,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/452/card_img/20966/452card.png,0,"해외겸용 [100,000]원",신용,"{'주유': 'SK 주유소 이용 시 리터당 3마일 적립, 일 1회, 회당 10만원, 월 30만원 한도.', '레저/스포츠': '골프장/골프연습장 이용 시 1,500원당 3마일, 레저 업종 이용 시 1,500원당 5마일 특별적립 (월 한도 1만마일).', '프리미엄': '프리머스카드 이용 시 호텔 식음매장 10% 할인, 택시 10% 청구할인, H패션몰 20% 할인쿠폰, Smarⓣ 여행서비스, 엔진오일교환 2만5천원 할인, 비자/마스터카드 플래티늄 서비스 제공.', '해외': '해외 이용금액 1,500원당 대한항공 2마일리지 특별적립, 월 최대 1만 마일 적립 가능.', '기타 혜택(유의사항 등)': '대한항공 마일리지 기본적립은 1,500원당 1마일리지 적립, 면세점 및 백화점 이용 시 1,500원당 2마일리지 특별적립 제공.'}"
IBK-Syrup카드[신용],IBK기업은행,https://d1c5n4ri2guedi.cloudfront.net/card/881/card_img/33921/881card.png,300000,"해외겸용 [5,000]원 / 해외겸용 [7,000]원",신용,"{'기타 혜택(유의사항 등)': 'IBK-Syrup카드는 전월 이용실적에 따라 매월 할인쿠폰을 제공하며, 통합 포인트 멤버십 서비스도 지원합니다.'}"
Easy auto 티타늄카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/488/card_img/21178/488card.png,500000,"국내전용 [30,000]원 / 해외겸용 [30,000]원",신용,"{'주유': '주유소에서 리터당 150점 포인트리 적립, 전월 이용실적에 따라 월 적립 한도는 최대 3만점.', '마트/편의점': '편의점 및 올리브영에서 1천점 포인트리 적립, 전월 이용실적 50만원 이상 시 월 3회 제공.', '카페/디저트': '제과/아이스크림 업종에서 전월 50만원 이상 이용 시 월 2회 2천점 포인트 적립.', '자동차/하이패스': '자동차 관련 서비스 이용 시 5% 포인트리 적립, 월 최대 1만점.', 'OTT/영화/문화': '영화관(CGV, 롯데시네마, 메가박스)에서 1만원 이상 결제 시 월 1회 3천점 포인트 적립 (전월 이용실적 50만원 이상).', '프리미엄': 'Easy auto 티타늄 서비스는 공항/호텔 발레파킹과 공항 라운지를 제공하며, 전월 이용실적 30만원 이상 시 이용 가능합니다.', '기타 혜택(유의사항 등)': 'KB국민 Easy auto 티타늄카드는 자동차보험 이용 시 연 1회 1만점 포인트리 적립과 국내·외 가맹점에서 0.2% 포인트리 적립 혜택을 제공합니다.'}"
Kakaopage 롯데카드,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2241/card_img/20990/2241card.png,0,"국내전용 [15,000]원 / 해외겸용 [15,000]원",신용,"{'기타 혜택(유의사항 등)': '카카오페이지 결제 시 5% 캐시백, 일반 결제 시 최대 0.5% 캐시백 제공.'}"
I-나눔,IBK기업은행,https://d1c5n4ri2guedi.cloudfront.net/card/2658/card_img/32301/2658card.png,500000,"국내전용 [14,000]원 / 해외겸용 [14,000]원",신용,"{'기타 혜택(유의사항 등)': '국내외 가맹점 이용 시 0.5% 기부 적립, LIVING 및 MEMBERSHIP 할인은 전월 50만원 이상 이용 시 각각 1%~1.5% 및 5%~7% 제공.'}"
Hyundai Mobilty카드(상용차),현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2359/card_img/24780/2359card.png,300000,"국내전용 [30,000원] / 해외겸용[30,000원]",신용,"{'주유': '전월 이용금액에 따라 현대오일뱅크/SK에너지에서 경유 주유 시 블루멤버스 포인트 적립.', '기타 혜택(유의사항 등)': '모든 가맹점 이용 시 전월 30만원 이상 시 0.2% 블루멤버스 포인트 적립.'}"
E1 LPG KB국민카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/125/card_img/20355/125card.png,500000,"해외겸용 [20,000]원",신용,"{'교통': '대중교통 이용금액 10% 청구할인, 전월 이용실적에 따라 최대 5만원 할인.', '주유': 'E1 LPG 충전소 리터당 100원 청구할인 및 전월 이용실적에 따른 청구할인 제공.', '쇼핑': '인터넷 쇼핑몰 및 소셜커머스 이용 시 각각 10% 청구할인 제공, 전월 이용실적에 따라 추가 청구할인 가능.', '푸드': 'VIPS, 아웃백, TGIF 이용 시 10% 청구할인, 전월 이용실적에 따라 최대 5만원 청구할인 제공.', '레저/스포츠': '골프장 및 골프연습장 이용 시 10% 청구할인, 전월 이용실적에 따라 최대 5만원 청구할인 제공.', 'OTT/영화/문화': 'CGV 영화관 이용금액 10% 청구할인 및 전월 이용실적에 따른 최대 5만원 청구할인 제공.', '기타 혜택(유의사항 등)': 'E1 LPG KB국민카드는 월간 할인한도를 제공하며, 특정 가맹점에서 할인 혜택을 받을 수 있습니다.'}"
IKEA for Business with 신한카드,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/1198/card_img/21110/1198card.png,500000,"국내전용 [27,000]원 / 해외겸용 [30,000]원",신용,"{'쇼핑': 'IKEA 매장에서 10만원 이상 결제 시 10% 할인, 월 할인한도 5만원.', '기타 혜택(유의사항 등)': 'IKEA 점외 가맹점 통합 할인, 사업성 경비 5% 할인, 이동통신 및 전기요금 자동이체 할인, 주유 할인 등 다양한 결제일 할인 혜택 제공.'}"
KB 전통시장온누리카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2859/card_img/43776/%EC%A0%84%ED%86%B5%EC%8B%9C%EC%9E%A5%EC%98%A8%EB%88%84%EB%A6%AC%EC%B9%B4%EB%93%9C.png,400000,"국내전용 [20,000]원 / 해외겸용 [20,000]원",신용,"{'쇼핑': 'KB Pay 쇼핑 이용 시 5~10% 청구할인 제공, 전월 이용실적에 따라 할인율과 한도 다름.', '기타 혜택(유의사항 등)': '전통시장가맹점 이용 시 5~10% 청구할인 제공, 온누리상품권 차감 이용 시 5~10% 환급할인 가능.'}"
GS SHOP KB국민카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/778/card_img/22252/778card.png,400000,"국내전용 [25,000]원 / 해외겸용 [25,000]원",신용,"{'통신': '이동통신 자동납부 시 5% 청구 할인(월 한도 5천원, 전월 실적 40만원 이상).', '마트/편의점': '대형마트 5% 청구 할인(월 한도 5천원, 전월 실적 40만원 이상, 건당 3만원 이상 결제 시 적용) 및 편의점 10% 청구 할인(월 한도 5천원, 전월 실적 40만원 이상).', '쇼핑': 'GS SHOP에서 전월 이용실적에 따라 최대 5만원까지 12% 청구 할인 제공.', '카페/디저트': '커피 10% 청구 할인, 월 할인한도 5천원, 전월 이용실적 40만원 이상 시 제공.', '레저/스포츠': '레저/스포츠 업종에서 5% 청구 할인, 월 한도 1만원, 전월 이용실적 40만원 이상 시 제공.', '기타 혜택(유의사항 등)': '택시 이용 시 10% 청구 할인 제공, 월 할인한도 5천원, 전월 이용실적 40만원 이상 시 적용.'}"
KB Pay 챌린지+카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2256/card_img/21006/2256card.png,0,"국내전용 [30,000]원 / 해외겸용 [30,000]원",신용,"{'기타 혜택(유의사항 등)': 'KB Pay 3회 이용 시 포인트리 1천점 적립, 매주 이용 시 1천점 적립, 당월 80만원 이용 시 4천점 적립.'}"
KB Pay 챌린지카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2255/card_img/21005/2255card.png,0,"국내전용 [15,000]원 / 해외겸용 [15,000]원",신용,"{'기타 혜택(유의사항 등)': 'KB Pay 3회 이용 시 포인트리 1천점 적립, 매주 1회 이상 이용 시 추가 1천점 적립.'}"
KB라이프 딱좋은 요즘 건강 KB카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2896/card_img/44251/2896card.png,400000,"국내전용 [20,000]원 / 해외겸용 [20,000]원",신용,"{'병원/약국': '병원/약국에서 전월 이용실적 40만원 이상 시 월 5천원까지 5% 할인.', '기타 혜택(유의사항 등)': 'KB라이프 건강보험상품 보험료 자동납부 시 전월 이용실적에 따라 최대 8천원 할인 제공.'}"
LG BEST SHOP 486 신한카드,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2497/card_img/28551/2497card.png,500000,"국내전용 [22,000원] / 해외겸용 [25,000원]",신용,"{'기타 혜택(유의사항 등)': 'LG전자 베스트샵에서 48개월/60개월 할부 이용 시 연 6.5% 수수료와 전월 이용금액 50만원 이상 시 11,000원 캐시백 제공.'}"
KB국민 펫코노미 카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/141/card_img/20369/141card.png,300000,"국내전용 [30,000]원 / 해외겸용 [30,000]원",신용,"{'마트/편의점': '대형마트에서 전월 이용실적에 따라 최대 5% 할인, 1구간은 5천원 한도.', '애완동물': '애완동물 관련 카드 혜택으로 동물병원 및 애완동물 업종 30% 청구할인과 인터파크PET 10% 청구할인이 제공되며, 반려견 상해 치료비에 대한 보상 서비스도 포함된다.', '기타 혜택(유의사항 등)': 'KB국민 펫코노미 카드는 월간 할인한도가 제공되며, 할인한도는 이월되지 않고, 기본 포인트리는 적립되지 않습니다.'}"
L.PAY 신한카드,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2267/card_img/20699/2267card.png,0,"국내전용 [17,000]원 / 해외겸용 [20,000]원",신용,"{'기타 혜택(유의사항 등)': '국내/해외 이용금액 0.1% 포인트 적립, 후불교통 및 택시, 롯데 더드림영역 이용금액 1% 적립, L.PAY 결제 시 최대 6% 추가 적립.'}"
LFmall 신용카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2486/card_img/28401/2486card.png,0,"국내전용 [15,000]원 / 해외겸용 [15,000]원",신용,"{'쇼핑': 'LFmall 이용 시 5% 청구할인, 전월 이용실적에 따라 할인한도 차등 적용.', '기타 혜택(유의사항 등)': '국내외 가맹점 이용 시 0.5% 포인트리 적립, LFmall 이용금액은 적립 제외.'}"
LOCA 100 Life,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2230/card_img/21351/2230card.png,750000,"국내전용 [20,000]원 / 해외겸용 [20,000]원",신용,"{'기타 혜택(유의사항 등)': '생활업종 5% 할인(주유, 보험료, 이동통신, 병원·약국) 및 자동차보험료 3만원 할인, 국내 가맹점 2~3개월 무이자 할부 혜택 제공.'}"
LOCA CLASSIC 롯데마트,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2538/card_img/29446/2538card.png,0,"국내전용 [20,000]원 / 해외겸용 [20,000]원",신용,"{'기타 혜택(유의사항 등)': '국내외 가맹점에서 최대 1% 할인, 100만원 미만 0.5%, 100만원 이상 1.0% 제공.'}"
KT수퍼할부카드(비씨),NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/192/card_img/20412/192card.png,300000,"해외겸용 [15,000]원",신용,"{'기타 혜택(유의사항 등)': '- KT라이트할부 서비스: 24개월 5.9%, 36개월 7%의 원금균등 상환 방식 할부 서비스.\n- KT통신요금 할인: 라이트할부 이용 시 전월 실적에 따라 최대 1만 7천원 할인.\n- 생활 할인: 커피, 베이커리, 아이스크림 10% 청구할인 및 CGV 1,000원 할인, 월 통합 한도 적용.\n- 테마파크 할인: 주요 놀이공원 본인 무료입장 또는 50% 현장할인, 월 1회, 연 6회 제공.'}"
LCC UniMile카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/530/card_img/21219/530card.png,300000,"해외겸용 [25,000]원",신용,"{'공항라운지/PP': '국내·외 공항라운지 월 1회, 연 2회 무료 이용 가능(본인 한정).', '프리미엄': 'UnionPay 위탁수하물 서비스로 연 2회, 총 12회 무료 제공, 초과 위탁수하물 5kg까지 무료.', '기타 혜택(유의사항 등)': '저비용항공사 이용 시 3% UniMile 적립, 국내 가맹점 0.7%, 해외 가맹점 1.4% 적립, 이동통신 및 택시 요금 3% 청구 할인 제공.'}"
